gameid,playerindex,moveid,movetype,cardname
70,1,1,PLAY,Lumber Yard
70,2,2,PLAY,Stone Pit
70,0,3,PLAY,Timber Yard
70,1,4,PLAY,Baths
70,2,5,PLAY,Theater
70,0,6,PLAY,Press
70,1,7,PLAY,Clay Pool
70,2,8,UPGRADE_WONDER,Marketplace
70,0,9,PLAY,Barracks
70,1,10,PLAY,East Trading Post
70,2,11,PLAY,Altar
70,0,12,PLAY,Scriptorium
70,1,13,PLAY,Clay Pit
70,2,14,PLAY,Workshop
70,0,15,PLAY,Loom
70,1,16,PLAY,Glassworks
70,2,17,DISCARD,Stockade
70,0,18,PLAY,Stables
70,1,19,PLAY,Statue
70,2,20,UPGRADE_WONDER,Glassworks
70,0,21,PLAY,Archery Range
70,1,22,PLAY,Walls
70,2,23,PLAY,Laboratory
70,0,24,PLAY,Brickyard
70,1,25,UPGRADE_WONDER,Quarry
70,2,26,PLAY,Temple
70,0,27,PLAY,School
70,1,28,PLAY,Sawmill
70,2,29,PLAY,Vineyard
70,0,30,PLAY,Aqueduct
70,1,31,PLAY,Loom
70,2,32,UPGRADE_WONDER,Foundry
70,0,33,PLAY,Caravansery
70,1,34,UPGRADE_WONDER,Forum
70,2,35,PLAY,Library
70,0,36,PLAY,Senate
70,1,37,PLAY,Arsenal
70,2,38,PLAY,Town Hall
70,0,39,PLAY,Lodge
70,1,40,PLAY,Gardens
70,2,41,PLAY,Pantheon
70,0,42,PLAY,Study
70,1,43,PLAY,Strategists Guild
70,2,44,PLAY,Siege Workshop
70,0,45,PLAY,Academy
70,1,46,PLAY,Fortifications
70,2,47,PLAY,Shipowners Guild
70,0,48,PLAY,Spies Guild
70,1,49,PLAY,Scientists Guild
70,2,50,PLAY,University
70,0,51,PLAY,Craftsmens Guild
70,1,52,PLAY,Haven
70,2,53,PLAY,Lighthouse
79,0,0,DISCARD,Ore Vein
79,1,1,PLAY,Timber Yard
79,2,2,PLAY,Theater
79,0,3,PLAY,Stone Pit
79,1,4,UPGRADE_WONDER,Barracks
79,2,5,PLAY,Baths
79,0,6,PLAY,West Trading Post
79,1,7,PLAY,Press
79,2,8,PLAY,Altar
79,0,9,UPGRADE_WONDER,Clay Pool
79,1,10,PLAY,Lumber Yard
79,2,11,PLAY,Scriptorium
79,0,12,PLAY,Glassworks
79,1,13,PLAY,Workshop
79,2,14,DISCARD,Apothecary
79,0,15,PLAY,Loom
79,1,16,DISCARD,Stockade
79,2,17,UPGRADE_WONDER,East Trading Post
79,0,18,PLAY,Brickyard
79,1,19,PLAY,Quarry
79,2,20,PLAY,Aqueduct
79,0,21,PLAY,Sawmill
79,1,22,PLAY,Library
79,2,23,PLAY,Temple
79,0,24,UPGRADE_WONDER,Foundry
79,1,25,PLAY,Loom
79,2,26,PLAY,Laboratory
79,0,27,PLAY,Caravansery
79,1,28,PLAY,School
79,2,29,PLAY,Courthouse
79,0,30,PLAY,Walls
79,1,31,PLAY,Glassworks
79,2,32,PLAY,Vineyard
79,0,33,PLAY,Archery Range
79,1,34,DISCARD,Stables
79,2,35,PLAY,Forum
79,0,36,PLAY,University
79,1,37,PLAY,Senate
79,2,38,PLAY,Pantheon
79,0,39,PLAY,Philosophers Guild
79,1,40,PLAY,Lodge
79,2,41,UPGRADE_WONDER,Lighthouse
79,0,42,PLAY,Arsenal
79,1,43,PLAY,Study
79,2,44,PLAY,Gardens
79,0,45,PLAY,Palace
79,1,46,PLAY,Academy
79,2,47,DISCARD,Scientists Guild
79,0,48,PLAY,Fortifications
79,1,49,PLAY,Builders Guild
79,2,50,UPGRADE_WONDER,Haven
79,0,51,PLAY,Arena
79,1,52,DISCARD,Workers Guild
79,2,53,PLAY,Observatory
71,0,0,PLAY,Timber Yard
71,1,1,PLAY,Theater
71,2,2,PLAY,Lumber Yard
71,0,3,PLAY,Scriptorium
71,1,4,PLAY,Clay Pool
71,2,5,UPGRADE_WONDER,Stone Pit
71,0,6,PLAY,Ore Vein
71,1,7,UPGRADE_WONDER,Glassworks
71,2,8,PLAY,Press
71,0,9,PLAY,Baths
71,1,10,PLAY,West Trading Post
71,2,11,PLAY,Altar
71,0,12,PLAY,Workshop
71,1,13,PLAY,Marketplace
71,2,14,PLAY,Loom
71,0,15,PLAY,Guard Tower
71,1,16,PLAY,Clay Pit
71,2,17,PLAY,Apothecary
71,0,18,PLAY,Statue
71,1,19,PLAY,Stables
71,2,20,PLAY,Caravansery
71,0,21,PLAY,Press
71,1,22,PLAY,Archery Range
71,2,23,PLAY,Sawmill
71,0,24,PLAY,Foundry
71,1,25,PLAY,Forum
71,2,26,UPGRADE_WONDER,Temple
71,0,27,PLAY,Library
71,1,28,PLAY,Courthouse
71,2,29,PLAY,Walls
71,0,30,PLAY,Aqueduct
71,1,31,DISCARD,Brickyard
71,2,32,PLAY,School
71,0,33,PLAY,Laboratory
71,1,34,UPGRADE_WONDER,Loom
71,2,35,PLAY,Dispensary
71,0,36,PLAY,Pantheon
71,1,37,UPGRADE_WONDER,Siege Workshop
71,2,38,PLAY,Fortifications
71,0,39,PLAY,Lighthouse
71,1,40,PLAY,Town Hall
71,2,41,PLAY,Arsenal
71,0,42,PLAY,Observatory
71,1,43,PLAY,Gardens
71,2,44,PLAY,Magistrates Guild
71,0,45,PLAY,Study
71,1,46,PLAY,Traders Guild
71,2,47,PLAY,Palace
71,0,48,PLAY,Arena
71,1,49,PLAY,University
71,2,50,PLAY,Senate
71,0,51,PLAY,Strategists Guild
71,1,52,PLAY,Haven
71,2,53,PLAY,Lodge
227,0,0,PLAY,West Trading Post
227,1,1,PLAY,Stone Pit
227,2,2,PLAY,Ore Vein
227,0,3,PLAY,Glassworks
227,1,4,PLAY,Altar
227,2,5,PLAY,Scriptorium
227,0,6,PLAY,Press
227,1,7,UPGRADE_WONDER,Barracks
227,2,8,PLAY,Clay Pit
227,0,9,PLAY,Guard Tower
227,1,10,PLAY,Lumber Yard
227,2,11,PLAY,Theater
227,0,12,DISCARD,Clay Pool
227,1,13,PLAY,Timber Yard
227,2,14,PLAY,Workshop
227,0,15,DISCARD,East Trading Post
227,1,16,UPGRADE_WONDER,Apothecary
227,2,17,PLAY,Baths
227,0,18,PLAY,Quarry
227,1,19,PLAY,Archery Range
227,2,20,PLAY,Aqueduct
227,0,21,PLAY,Vineyard
227,1,22,PLAY,Stables
227,2,23,PLAY,Statue
227,0,24,UPGRADE_WONDER,Glassworks
227,1,25,PLAY,Walls
227,2,26,PLAY,Dispensary
227,0,27,PLAY,Brickyard
227,1,28,PLAY,Temple
227,2,29,PLAY,Courthouse
227,0,30,PLAY,Loom
227,1,31,PLAY,Press
227,2,32,PLAY,Laboratory
227,0,33,PLAY,Caravansery
227,1,34,PLAY,School
227,2,35,PLAY,Library
227,0,36,PLAY,Siege Workshop
227,1,37,UPGRADE_WONDER,Haven
227,2,38,PLAY,Fortifications
227,0,39,PLAY,Lodge
227,1,40,PLAY,Arsenal
227,2,41,PLAY,Gardens
227,0,42,PLAY,Shipowners Guild
227,1,43,PLAY,Senate
227,2,44,DISCARD,Craftsmens Guild
227,0,45,PLAY,Palace
227,1,46,PLAY,Pantheon
227,2,47,PLAY,University
227,0,48,UPGRADE_WONDER,Spies Guild
227,1,49,PLAY,Arena
227,2,50,UPGRADE_WONDER,Town Hall
227,0,51,PLAY,Philosophers Guild
227,1,52,PLAY,Observatory
227,2,53,DISCARD,Builders Guild
80,0,0,DISCARD,Barracks
80,1,1,PLAY,Loom
80,2,2,PLAY,Lumber Yard
80,0,3,PLAY,Apothecary
80,1,4,PLAY,Clay Pool
80,2,5,PLAY,Stone Pit
80,0,6,PLAY,Clay Pit
80,1,7,PLAY,Theater
80,2,8,UPGRADE_WONDER,East Trading Post
80,0,9,PLAY,Guard Tower
80,1,10,UPGRADE_WONDER,West Trading Post
80,2,11,PLAY,Altar
80,0,12,PLAY,Timber Yard
80,1,13,PLAY,Baths
80,2,14,PLAY,Stockade
80,0,15,PLAY,Press
80,1,16,PLAY,Glassworks
80,2,17,PLAY,Marketplace
80,0,18,PLAY,Laboratory
80,1,19,PLAY,Quarry
80,2,20,PLAY,Archery Range
80,0,21,PLAY,Forum
80,1,22,UPGRADE_WONDER,Dispensary
80,2,23,PLAY,Stables
80,0,24,UPGRADE_WONDER,Temple
80,1,25,UPGRADE_WONDER,School
80,2,26,PLAY,Walls
80,0,27,PLAY,Library
80,1,28,PLAY,Foundry
80,2,29,PLAY,Sawmill
80,0,30,PLAY,Statue
80,1,31,PLAY,Aqueduct
80,2,32,UPGRADE_WONDER,Glassworks
80,0,33,PLAY,Caravansery
80,1,34,PLAY,Courthouse
80,2,35,PLAY,Vineyard
80,0,36,PLAY,Haven
80,1,37,PLAY,Arsenal
80,2,38,UPGRADE_WONDER,Siege Workshop
80,0,39,PLAY,Town Hall
80,1,40,PLAY,Fortifications
80,2,41,PLAY,Palace
80,0,42,PLAY,Observatory
80,1,43,PLAY,Scientists Guild
80,2,44,PLAY,Gardens
80,0,45,PLAY,Lighthouse
80,1,46,PLAY,Pantheon
80,2,47,PLAY,University
80,0,48,PLAY,Academy
80,1,49,PLAY,Lodge
80,2,50,PLAY,Magistrates Guild
80,0,51,PLAY,Philosophers Guild
80,1,52,PLAY,Traders Guild
80,2,53,PLAY,Senate
109,0,0,PLAY,Glassworks
109,1,1,PLAY,Altar
109,2,2,PLAY,Timber Yard
109,0,3,PLAY,Marketplace
109,1,4,PLAY,Workshop
109,2,5,UPGRADE_WONDER,Barracks
109,0,6,PLAY,Loom
109,1,7,PLAY,Lumber Yard
109,2,8,PLAY,Baths
109,0,9,PLAY,Theater
109,1,10,PLAY,Press
109,2,11,PLAY,West Trading Post
109,0,12,PLAY,Stone Pit
109,1,13,PLAY,Ore Vein
109,2,14,PLAY,Clay Pit
109,0,15,PLAY,Stockade
109,1,16,PLAY,Scriptorium
109,2,17,PLAY,East Trading Post
109,0,18,PLAY,Quarry
109,1,19,PLAY,Archery Range
109,2,20,PLAY,Statue
109,0,21,PLAY,Sawmill
109,1,22,PLAY,Foundry
109,2,23,PLAY,Stables
109,0,24,PLAY,Walls
109,1,25,PLAY,Laboratory
109,2,26,PLAY,Brickyard
109,0,27,PLAY,Vineyard
109,1,28,PLAY,Courthouse
109,2,29,PLAY,Glassworks
109,0,30,PLAY,School
109,1,31,PLAY,Temple
109,2,32,PLAY,Aqueduct
109,0,33,PLAY,Library
109,1,34,PLAY,Loom
109,2,35,DISCARD,Caravansery
109,0,36,PLAY,Fortifications
109,1,37,PLAY,Pantheon
109,2,38,PLAY,Arsenal
109,0,39,PLAY,Haven
109,1,40,PLAY,Siege Workshop
109,2,41,PLAY,Builders Guild
109,0,42,PLAY,Shipowners Guild
109,1,43,PLAY,Senate
109,2,44,PLAY,Gardens
109,0,45,PLAY,University
109,1,46,PLAY,Scientists Guild
109,2,47,UPGRADE_WONDER,Town Hall
109,0,48,PLAY,Lighthouse
109,1,49,PLAY,Study
109,2,50,UPGRADE_WONDER,Observatory
109,0,51,PLAY,Strategists Guild
109,1,52,DISCARD,Academy
109,2,53,DISCARD,Palace
81,0,0,PLAY,Timber Yard
81,1,1,PLAY,Altar
81,2,2,PLAY,Clay Pit
81,0,3,PLAY,Barracks
81,1,4,PLAY,Stone Pit
81,2,5,PLAY,Clay Pool
81,0,6,PLAY,Workshop
81,1,7,UPGRADE_WONDER,Lumber Yard
81,2,8,PLAY,Guard Tower
81,0,9,PLAY,Theater
81,1,10,PLAY,Baths
81,2,11,UPGRADE_WONDER,Stockade
81,0,12,PLAY,Glassworks
81,1,13,PLAY,Scriptorium
81,2,14,PLAY,East Trading Post
81,0,15,PLAY,Ore Vein
81,1,16,PLAY,Loom
81,2,17,PLAY,West Trading Post
81,0,18,PLAY,Dispensary
81,1,19,PLAY,Stables
81,2,20,PLAY,Press
81,0,21,PLAY,Statue
81,1,22,PLAY,Temple
81,2,23,PLAY,Quarry
81,0,24,PLAY,Foundry
81,1,25,PLAY,Library
81,2,26,UPGRADE_WONDER,Aqueduct
81,0,27,PLAY,Archery Range
81,1,28,PLAY,Glassworks
81,2,29,PLAY,Walls
81,0,30,PLAY,Sawmill
81,1,31,PLAY,Courthouse
81,2,32,PLAY,School
81,0,33,PLAY,Loom
81,1,34,DISCARD,Caravansery
81,2,35,PLAY,Vineyard
81,0,36,PLAY,Gardens
81,1,37,PLAY,Pantheon
81,2,38,PLAY,Town Hall
81,0,39,PLAY,Fortifications
81,1,40,UPGRADE_WONDER,Traders Guild
81,2,41,UPGRADE_WONDER,Arena
81,0,42,PLAY,Study
81,1,43,UPGRADE_WONDER,Palace
81,2,44,PLAY,Senate
81,0,45,PLAY,Strategists Guild
81,1,46,PLAY,Lodge
81,2,47,PLAY,Scientists Guild
81,0,48,PLAY,Builders Guild
81,1,49,PLAY,University
81,2,50,PLAY,Siege Workshop
81,0,51,PLAY,Observatory
81,1,52,PLAY,Arsenal
81,2,53,PLAY,Lighthouse
41,0,0,PLAY,Loom
41,1,1,PLAY,Timber Yard
41,2,2,PLAY,Altar
41,0,3,PLAY,Baths
41,1,4,UPGRADE_WONDER,Apothecary
41,2,5,PLAY,Clay Pit
41,0,6,PLAY,East Trading Post
41,1,7,PLAY,Theater
41,2,8,PLAY,Lumber Yard
41,0,9,PLAY,Clay Pool
41,1,10,UPGRADE_WONDER,Stone Pit
41,2,11,UPGRADE_WONDER,Glassworks
41,0,12,PLAY,Press
41,1,13,UPGRADE_WONDER,Ore Vein
41,2,14,PLAY,Scriptorium
41,0,15,UPGRADE_WONDER,Workshop
41,1,16,PLAY,West Trading Post
41,2,17,PLAY,Marketplace
41,0,18,PLAY,Stables
41,1,19,PLAY,Quarry
41,2,20,PLAY,School
41,0,21,PLAY,Caravansery
41,1,22,PLAY,Statue
41,2,23,UPGRADE_WONDER,Glassworks
41,0,24,PLAY,Sawmill
41,1,25,PLAY,Archery Range
41,2,26,PLAY,Temple
41,0,27,PLAY,Courthouse
41,1,28,PLAY,Walls
41,2,29,PLAY,Library
41,0,30,PLAY,Vineyard
41,1,31,PLAY,Aqueduct
41,2,32,PLAY,Forum
41,0,33,PLAY,Dispensary
41,1,34,PLAY,Press
41,2,35,PLAY,Laboratory
41,0,36,PLAY,Pantheon
41,1,37,PLAY,Builders Guild
41,2,38,PLAY,Senate
41,0,39,PLAY,Siege Workshop
41,1,40,PLAY,Arsenal
41,2,41,PLAY,Town Hall
41,0,42,PLAY,Palace
41,1,43,PLAY,Fortifications
41,2,44,PLAY,Traders Guild
41,0,45,PLAY,Magistrates Guild
41,1,46,PLAY,Academy
41,2,47,PLAY,University
41,0,48,PLAY,Haven
41,1,49,PLAY,Gardens
41,2,50,PLAY,Study
41,0,51,PLAY,Arena
41,1,52,DISCARD,Lodge
41,2,53,PLAY,Lighthouse
82,0,0,PLAY,Clay Pool
82,1,1,PLAY,Lumber Yard
82,2,2,PLAY,Workshop
82,0,3,PLAY,Guard Tower
82,1,4,PLAY,East Trading Post
82,2,5,PLAY,Altar
82,0,6,PLAY,Timber Yard
82,1,7,PLAY,Glassworks
82,2,8,PLAY,Ore Vein
82,0,9,PLAY,Clay Pit
82,1,10,PLAY,Theater
82,2,11,PLAY,Barracks
82,0,12,PLAY,Stone Pit
82,1,13,UPGRADE_WONDER,Stockade
82,2,14,PLAY,Press
82,0,15,UPGRADE_WONDER,West Trading Post
82,1,16,DISCARD,Apothecary
82,2,17,PLAY,Baths
82,0,18,PLAY,Sawmill
82,1,19,PLAY,Dispensary
82,2,20,PLAY,Archery Range
82,0,21,UPGRADE_WONDER,Laboratory
82,1,22,PLAY,Stables
82,2,23,PLAY,Vineyard
82,0,24,UPGRADE_WONDER,Press
82,1,25,PLAY,Quarry
82,2,26,PLAY,Statue
82,0,27,DISCARD,Courthouse
82,1,28,PLAY,Walls
82,2,29,UPGRADE_WONDER,Glassworks
82,0,30,PLAY,Temple
82,1,31,PLAY,Caravansery
82,2,32,UPGRADE_WONDER,Forum
82,0,33,PLAY,Brickyard
82,1,34,UPGRADE_WONDER,School
82,2,35,DISCARD,Library
82,0,36,PLAY,Arena
82,1,37,PLAY,Siege Workshop
82,2,38,PLAY,Gardens
82,0,39,PLAY,Shipowners Guild
82,1,40,PLAY,Town Hall
82,2,41,DISCARD,Study
82,0,42,PLAY,Lighthouse
82,1,43,DISCARD,Traders Guild
82,2,44,PLAY,Fortifications
82,0,45,PLAY,Pantheon
82,1,46,PLAY,Senate
82,2,47,DISCARD,Philosophers Guild
82,0,48,PLAY,Workers Guild
82,1,49,UPGRADE_WONDER,Lodge
82,2,50,DISCARD,Observatory
82,0,51,PLAY,Academy
82,1,52,DISCARD,Arsenal
82,2,53,UPGRADE_WONDER,University
72,0,0,PLAY,Workshop
72,1,1,PLAY,Clay Pit
72,2,2,PLAY,Lumber Yard
72,0,3,DISCARD,Marketplace
72,1,4,PLAY,Timber Yard
72,2,5,PLAY,Press
72,0,6,PLAY,Stone Pit
72,1,7,PLAY,Baths
72,2,8,UPGRADE_WONDER,Stockade
72,0,9,PLAY,Loom
72,1,10,PLAY,Scriptorium
72,2,11,PLAY,Altar
72,0,12,UPGRADE_WONDER,Barracks
72,1,13,PLAY,Theater
72,2,14,PLAY,East Trading Post
72,0,15,UPGRADE_WONDER,Guard Tower
72,1,16,PLAY,Ore Vein
72,2,17,PLAY,Clay Pool
72,0,18,PLAY,Glassworks
72,1,19,UPGRADE_WONDER,Foundry
72,2,20,PLAY,Temple
72,0,21,PLAY,Laboratory
72,1,22,UPGRADE_WONDER,Aqueduct
72,2,23,PLAY,Dispensary
72,0,24,PLAY,Stables
72,1,25,UPGRADE_WONDER,Quarry
72,2,26,PLAY,Sawmill
72,0,27,PLAY,Archery Range
72,1,28,PLAY,Walls
72,2,29,PLAY,Courthouse
72,0,30,PLAY,Vineyard
72,1,31,PLAY,Statue
72,2,32,PLAY,Loom
72,0,33,UPGRADE_WONDER,Library
72,1,34,PLAY,School
72,2,35,PLAY,Brickyard
72,0,36,PLAY,Magistrates Guild
72,1,37,PLAY,Siege Workshop
72,2,38,UPGRADE_WONDER,Pantheon
72,0,39,PLAY,Lighthouse
72,1,40,PLAY,Arsenal
72,2,41,PLAY,Palace
72,0,42,PLAY,Observatory
72,1,43,PLAY,Town Hall
72,2,44,PLAY,University
72,0,45,PLAY,Shipowners Guild
72,1,46,PLAY,Traders Guild
72,2,47,PLAY,Gardens
72,0,48,PLAY,Study
72,1,49,PLAY,Fortifications
72,2,50,PLAY,Senate
72,0,51,PLAY,Spies Guild
72,1,52,PLAY,Lodge
72,2,53,PLAY,Haven
202,0,0,PLAY,Marketplace
202,1,1,PLAY,Ore Vein
202,2,2,PLAY,Theater
202,0,3,PLAY,Timber Yard
202,1,4,PLAY,Workshop
202,2,5,PLAY,Clay Pool
202,0,6,PLAY,Loom
202,1,7,PLAY,Stone Pit
202,2,8,PLAY,Baths
202,0,9,PLAY,East Trading Post
202,1,10,PLAY,Glassworks
202,2,11,PLAY,Press
202,0,12,PLAY,Stockade
202,1,13,PLAY,Lumber Yard
202,2,14,PLAY,Altar
202,0,15,PLAY,Scriptorium
202,1,16,PLAY,Clay Pit
202,2,17,PLAY,Apothecary
202,0,18,PLAY,Archery Range
202,1,19,PLAY,Laboratory
202,2,20,PLAY,Temple
202,0,21,PLAY,Caravansery
202,1,22,PLAY,Stables
202,2,23,PLAY,Brickyard
202,0,24,PLAY,Library
202,1,25,PLAY,Dispensary
202,2,26,PLAY,Statue
202,0,27,PLAY,School
202,1,28,PLAY,Vineyard
202,2,29,PLAY,Aqueduct
202,0,30,PLAY,Quarry
202,1,31,PLAY,Forum
202,2,32,PLAY,Courthouse
202,0,33,PLAY,Walls
202,1,34,PLAY,Loom
202,2,35,PLAY,Glassworks
202,0,36,PLAY,Observatory
202,1,37,UPGRADE_WONDER,Study
202,2,38,DISCARD,University
202,0,39,PLAY,Scientists Guild
202,1,40,PLAY,Arsenal
202,2,41,PLAY,Siege Workshop
202,0,42,PLAY,Strategists Guild
202,1,43,PLAY,Palace
202,2,44,UPGRADE_WONDER,Pantheon
202,0,45,PLAY,Workers Guild
202,1,46,PLAY,Lodge
202,2,47,DISCARD,Academy
202,0,48,PLAY,Lighthouse
202,1,49,PLAY,Fortifications
202,2,50,UPGRADE_WONDER,Gardens
202,0,51,PLAY,Senate
202,1,52,PLAY,Haven
202,2,53,UPGRADE_WONDER,Spies Guild
83,0,0,PLAY,Scriptorium
83,1,1,PLAY,Theater
83,2,2,PLAY,Lumber Yard
83,0,3,PLAY,Press
83,1,4,PLAY,Clay Pool
83,2,5,PLAY,Ore Vein
83,0,6,PLAY,Loom
83,1,7,PLAY,Baths
83,2,8,PLAY,Glassworks
83,0,9,PLAY,East Trading Post
83,1,10,PLAY,Apothecary
83,2,11,PLAY,Altar
83,0,12,DISCARD,Guard Tower
83,1,13,PLAY,West Trading Post
83,2,14,PLAY,Clay Pit
83,0,15,PLAY,Workshop
83,1,16,PLAY,Marketplace
83,2,17,UPGRADE_WONDER,Timber Yard
83,0,18,PLAY,Archery Range
83,1,19,PLAY,Brickyard
83,2,20,UPGRADE_WONDER,Vineyard
83,0,21,PLAY,Sawmill
83,1,22,PLAY,Aqueduct
83,2,23,PLAY,Dispensary
83,0,24,PLAY,Quarry
83,1,25,PLAY,Stables
83,2,26,PLAY,Courthouse
83,0,27,PLAY,School
83,1,28,UPGRADE_WONDER,Walls
83,2,29,PLAY,Temple
83,0,30,PLAY,Library
83,1,31,PLAY,Laboratory
83,2,32,PLAY,Press
83,0,33,PLAY,Forum
83,1,34,PLAY,Statue
83,2,35,PLAY,Foundry
83,0,36,PLAY,Siege Workshop
83,1,37,DISCARD,Philosophers Guild
83,2,38,PLAY,Fortifications
83,0,39,PLAY,Haven
83,1,40,PLAY,Gardens
83,2,41,PLAY,Arsenal
83,0,42,PLAY,Traders Guild
83,1,43,UPGRADE_WONDER,Observatory
83,2,44,PLAY,Palace
83,0,45,PLAY,Senate
83,1,46,PLAY,Town Hall
83,2,47,PLAY,Pantheon
83,0,48,PLAY,Builders Guild
83,1,49,PLAY,Academy
83,2,50,PLAY,Lodge
83,0,51,PLAY,Arena
83,1,52,UPGRADE_WONDER,Scientists Guild
83,2,53,UPGRADE_WONDER,Study
18,0,0,PLAY,Ore Vein
18,1,1,PLAY,Baths
18,2,2,PLAY,Stone Pit
18,0,3,PLAY,Barracks
18,1,4,PLAY,Lumber Yard
18,2,5,PLAY,Altar
18,0,6,PLAY,Clay Pool
18,1,7,PLAY,Theater
18,2,8,PLAY,Stockade
18,0,9,PLAY,Marketplace
18,1,10,UPGRADE_WONDER,Workshop
18,2,11,PLAY,Press
18,0,12,PLAY,East Trading Post
18,1,13,PLAY,Guard Tower
18,2,14,PLAY,Scriptorium
18,0,15,DISCARD,Glassworks
18,1,16,PLAY,Timber Yard
18,2,17,PLAY,Clay Pit
18,0,18,PLAY,Forum
18,1,19,PLAY,Statue
18,2,20,PLAY,Brickyard
18,0,21,PLAY,Quarry
18,1,22,DISCARD,Courthouse
18,2,23,PLAY,Loom
18,0,24,UPGRADE_WONDER,Walls
18,1,25,PLAY,School
18,2,26,PLAY,Library
18,0,27,PLAY,Archery Range
18,1,28,PLAY,Aqueduct
18,2,29,PLAY,Temple
18,0,30,PLAY,Dispensary
18,1,31,PLAY,Sawmill
18,2,32,PLAY,Caravansery
18,0,33,PLAY,Press
18,1,34,UPGRADE_WONDER,Vineyard
18,2,35,PLAY,Stables
18,0,36,PLAY,Shipowners Guild
18,1,37,UPGRADE_WONDER,Town Hall
18,2,38,PLAY,Siege Workshop
18,0,39,PLAY,Fortifications
18,1,40,PLAY,Study
18,2,41,PLAY,University
18,0,42,PLAY,Traders Guild
18,1,43,PLAY,Academy
18,2,44,UPGRADE_WONDER,Haven
18,0,45,PLAY,Lodge
18,1,46,PLAY,Gardens
18,2,47,UPGRADE_WONDER,Philosophers Guild
18,0,48,PLAY,Lighthouse
18,1,49,PLAY,Arena
18,2,50,DISCARD,Palace
18,0,51,PLAY,Pantheon
18,1,52,PLAY,Arsenal
18,2,53,UPGRADE_WONDER,Senate
73,0,0,PLAY,Timber Yard
73,1,1,PLAY,Clay Pool
73,2,2,PLAY,Lumber Yard
73,0,3,PLAY,Clay Pit
73,1,4,PLAY,Altar
73,2,5,PLAY,Theater
73,0,6,PLAY,East Trading Post
73,1,7,PLAY,Baths
73,2,8,PLAY,Marketplace
73,0,9,PLAY,Guard Tower
73,1,10,PLAY,Loom
73,2,11,PLAY,Scriptorium
73,0,12,PLAY,Stockade
73,1,13,PLAY,Glassworks
73,2,14,UPGRADE_WONDER,Barracks
73,0,15,PLAY,Ore Vein
73,1,16,PLAY,Stone Pit
73,2,17,DISCARD,Workshop
73,0,18,PLAY,Courthouse
73,1,19,PLAY,Foundry
73,2,20,PLAY,Temple
73,0,21,PLAY,Walls
73,1,22,PLAY,Archery Range
73,2,23,PLAY,Library
73,0,24,PLAY,Laboratory
73,1,25,PLAY,Aqueduct
73,2,26,PLAY,School
73,0,27,PLAY,Glassworks
73,1,28,PLAY,Stables
73,2,29,PLAY,Statue
73,0,30,PLAY,Dispensary
73,1,31,PLAY,Brickyard
73,2,32,PLAY,Sawmill
73,0,33,PLAY,Vineyard
73,1,34,PLAY,Quarry
73,2,35,UPGRADE_WONDER,Loom
73,0,36,PLAY,Lodge
73,1,37,UPGRADE_WONDER,Arena
73,2,38,PLAY,Magistrates Guild
73,0,39,PLAY,Haven
73,1,40,PLAY,Palace
73,2,41,PLAY,Senate
73,0,42,PLAY,Academy
73,1,43,UPGRADE_WONDER,Builders Guild
73,2,44,PLAY,Pantheon
73,0,45,PLAY,Siege Workshop
73,1,46,PLAY,Arsenal
73,2,47,PLAY,Study
73,0,48,PLAY,Philosophers Guild
73,1,49,PLAY,Traders Guild
73,2,50,PLAY,University
73,0,51,PLAY,Observatory
73,1,52,PLAY,Fortifications
73,2,53,PLAY,Gardens
84,0,0,PLAY,Timber Yard
84,1,1,PLAY,Stone Pit
84,2,2,PLAY,Theater
84,0,3,PLAY,Stockade
84,1,4,UPGRADE_WONDER,West Trading Post
84,2,5,PLAY,Clay Pool
84,0,6,PLAY,Press
84,1,7,PLAY,Barracks
84,2,8,PLAY,Guard Tower
84,0,9,PLAY,Workshop
84,1,10,PLAY,Altar
84,2,11,PLAY,Baths
84,0,12,PLAY,Lumber Yard
84,1,13,PLAY,Scriptorium
84,2,14,PLAY,Ore Vein
84,0,15,PLAY,Glassworks
84,1,16,UPGRADE_WONDER,East Trading Post
84,2,17,PLAY,Marketplace
84,0,18,PLAY,Caravansery
84,1,19,PLAY,Temple
84,2,20,PLAY,Stables
84,0,21,PLAY,Loom
84,1,22,PLAY,Courthouse
84,2,23,PLAY,Aqueduct
84,0,24,PLAY,Dispensary
84,1,25,UPGRADE_WONDER,Archery Range
84,2,26,PLAY,Statue
84,0,27,PLAY,Library
84,1,28,PLAY,Press
84,2,29,PLAY,Brickyard
84,0,30,PLAY,Quarry
84,1,31,PLAY,School
84,2,32,PLAY,Glassworks
84,0,33,PLAY,Walls
84,1,34,PLAY,Vineyard
84,2,35,DISCARD,Sawmill
84,0,36,PLAY,Study
84,1,37,PLAY,Gardens
84,2,38,PLAY,Pantheon
84,0,39,PLAY,University
84,1,40,PLAY,Academy
84,2,41,UPGRADE_WONDER,Lodge
84,0,42,PLAY,Arena
84,1,43,PLAY,Lighthouse
84,2,44,DISCARD,Scientists Guild
84,0,45,PLAY,Siege Workshop
84,1,46,PLAY,Senate
84,2,47,UPGRADE_WONDER,Palace
84,0,48,PLAY,Fortifications
84,1,49,DISCARD,Town Hall
84,2,50,UPGRADE_WONDER,Philosophers Guild
84,0,51,UPGRADE_WONDER,Traders Guild
84,1,52,DISCARD,Arsenal
84,2,53,PLAY,Strategists Guild
